gene	SC1	SC2	SC3	SC4	SC5	SC6
ENSG00000113721	1173	813	26	2	17	11
ENSG00000113722	3	1	1	0	3	6
ENSG00000113732	5198	12823	5233	11177	6840	4950
ENSG00000113734	390	285	470	310	379	239
ENSG00000113739	793	1484	96	163	2328	148
ENSG00000113742	1896	2518	1714	1552	2200	1898
ENSG00000113749	1	3	0	2	2	2
ENSG00000113758	4567	11892	4616	10607	5755	4043
ENSG00000113761	492	585	535	513	351	327
ENSG00000113763	0	5	0	2	1	4
ENSG00000113790	688	671	727	610	567	360
ENSG00000113805	58	447	0	43	10	886
ENSG00000113810	2780	975	2702	552	1109	459
ENSG00000113811	1455	1452	1556	1301	1119	988
ENSG00000113812	1070	1576	1172	1194	849	849
ENSG00000113838	602	546	573	425	552	483
ENSG00000113845	2957	3742	3261	3588	2856	2131
ENSG00000113851	594	785	644	608	597	531
ENSG00000113889	0	0	0	1	1	0
ENSG00000113905	0	7	0	2	0	4
ENSG00000113916	553	942	630	1117	998	2150
ENSG00000113924	4	4	3	0	1	3
ENSG00000113946	45	228	43	106	225	470
ENSG00000113966	95	134	93	74	81	86
ENSG00000113971	65	65	118	75	88	91
ENSG00000114013	124	422	100	349	355	266
ENSG00000114019	6562	6108	6023	6875	5432	3602
ENSG00000114021	1959	1971	2146	1695	1632	1158
ENSG00000114023	1588	2291	1834	1733	1993	1684
ENSG00000114026	695	345	848	356	402	154
ENSG00000114030	2718	3550	2983	2681	2854	2815
ENSG00000114054	1932	1669	1909	1684	1522	935
ENSG00000114062	2493	3201	2107	2399	2285	2164
ENSG00000114098	1115	1402	1012	924	845	815
ENSG00000114107	273	336	254	283	258	304
ENSG00000114113	0	1	0	0	1	2
ENSG00000114115	131	493	152	499	82	764
ENSG00000114120	1477	1944	1174	944	1171	1666
ENSG00000114124	4	4	3	1	5	2
ENSG00000114125	1970	2856	2098	2501	2451	1456
ENSG00000114126	244	211	266	156	193	146
ENSG00000114127	1641	1668	1363	833	1195	1476
ENSG00000114166	564	728	450	475	506	494
ENSG00000114200	20	19	10	2	36	129
ENSG00000114204	0	3	0	0	0	0
ENSG00000114209	1875	2540	1744	1460	1796	1458
ENSG00000114248	0	0	0	0	0	0
ENSG00000114251	2557	5264	736	1674	536	433
ENSG00000114268	232	592	356	313	212	318
ENSG00000114270	5666	4857	6293	2900	2210	8161
ENSG00000114279	13	16	37	5	67	21
ENSG00000114302	4071	4283	4326	3621	3331	2094
ENSG00000114315	2291	1401	2801	1379	1647	2761
ENSG00000114316	2785	2287	3066	2603	2964	2131
ENSG00000114331	1811	2579	1606	1253	1766	2030
ENSG00000114346	1927	1766	1604	800	1020	948
ENSG00000114349	5	2	1	0	0	1
ENSG00000114353	11742	16236	11586	12980	11254	10881
ENSG00000114354	4771	7450	4941	5843	5737	4693
ENSG00000114374	0	0	180	126	169	0
ENSG00000114378	1511	873	1560	579	879	293
ENSG00000114383	1288	1697	1473	1744	1498	939
ENSG00000114388	251	192	320	266	163	163
ENSG00000114391	12595	10951	14199	14133	14661	6750
ENSG00000114395	251	302	336	252	262	87
ENSG00000114405	479	571	508	314	351	223
ENSG00000114416	5082	5804	4249	3856	4488	3831
ENSG00000114423	461	1329	260	542	712	659
ENSG00000114439	3132	4392	2472	2533	2438	3049
ENSG00000114446	809	928	794	799	768	676
ENSG00000114450	2135	2519	1930	1090	1382	724
ENSG00000114455	0	0	0	0	0	0
ENSG00000114473	157	277	168	180	183	151
ENSG00000114480	1418	4622	1275	2930	1857	1838
ENSG00000114487	0	0	0	0	0	0
ENSG00000114491	1833	1934	2203	2118	1493	776
ENSG00000114503	3317	4160	2783	3123	2860	2894
ENSG00000114520	790	1181	864	683	707	546
ENSG00000114529	521	674	474	269	494	368
ENSG00000114541	2858	2441	2628	1829	2142	2262
ENSG00000114544	1242	1258	1382	1669	1425	926
ENSG00000114547	3	11	2	10	5	1
ENSG00000114554	7942	12082	7443	11782	7522	5604
ENSG00000114573	3172	5115	3027	3440	3085	3013
ENSG00000114626	738	586	1042	667	771	531
ENSG00000114631	411	384	228	474	327	140
ENSG00000114638	1396	2238	986	3775	2665	513
ENSG00000114646	52	45	59	36	67	49
ENSG00000114648	1637	3072	1534	2482	1833	1465
ENSG00000114650	3045	3004	3126	3229	2575	2512
ENSG00000114654	0	1	1	0	0	0
ENSG00000114656	11	9	26	5	15	17
ENSG00000114670	175	396	228	283	289	244
ENSG00000114686	3641	3176	4002	2989	3197	1364
ENSG00000114698	45	143	39	210	52	36
ENSG00000114735	667	563	688	552	670	488
ENSG00000114737	223	63	250	85	226	122
ENSG00000114738	7150	7009	8486	7797	7663	4831
ENSG00000114739	139	138	128	143	96	136
ENSG00000114742	1410	1668	1389	1198	1102	941
ENSG00000114744	1110	1260	1133	940	841	599
ENSG00000114745	1692	2147	1903	2102	1647	1132
ENSG00000114757	2	23	1	13	12	3
ENSG00000114767	1294	989	1463	1026	1085	483
ENSG00000114770	1032	1502	919	1023	807	1057
ENSG00000114771	0	0	0	2	0	5
ENSG00000114779	1184	1096	1672	1794	1703	817
ENSG00000114784	776	870	939	889	1035	1043
ENSG00000114786	3	5	10	1	6	2
ENSG00000114790	134	121	179	100	101	104
ENSG00000114796	921	1864	963	1291	1277	1277
ENSG00000114805	3	9	0	5	6	6
ENSG00000114812	117	202	158	352	159	436
ENSG00000114841	69	91	73	61	118	130
ENSG00000114850	8285	11820	7736	10875	7918	5239
ENSG00000114853	858	1429	951	1426	905	837
ENSG00000114854	5	4	3	1	2	2
ENSG00000114857	1401	1499	1375	779	968	1586
ENSG00000114859	147	124	165	141	103	116
ENSG00000114861	1610	746	1616	910	987	627
ENSG00000114867	32100	39734	32639	35161	29575	21828
ENSG00000114902	2880	3237	3161	2936	2868	2249
ENSG00000114904	914	783	912	523	689	338
ENSG00000114923	672	820	893	773	660	758
ENSG00000114933	1126	1256	1068	813	1016	1185
ENSG00000114942	8589	7176	9557	10516	10931	4016
ENSG00000114948	30	352	3	35	46	64
ENSG00000114956	1648	1511	1836	1314	1414	763
ENSG00000114978	6297	7637	6235	4776	5169	4253
ENSG00000114982	1826	2081	1952	1689	1584	960
ENSG00000114988	831	974	904	1005	618	645
ENSG00000114993	5857	6466	6570	5547	5933	5194
ENSG00000114999	3443	3571	3548	2873	2745	2084
ENSG00000115008	7415	5794	4118	4618	5041	5659
ENSG00000115009	25	89	24	104	36	52
ENSG00000115020	1345	1571	1220	950	1048	1178
ENSG00000115041	102	1755	43	1173	61	613
ENSG00000115042	641	586	722	519	446	369
ENSG00000115053	33827	37208	35144	29157	28575	15745
ENSG00000115073	2194	1781	2635	1939	1805	1248
ENSG00000115084	1798	2728	1539	1884	1976	1832
ENSG00000115085	1	13	1	1	0	4
ENSG00000115091	11350	16586	9598	10431	12154	6546
ENSG00000115107	1643	1671	1817	2835	2019	2191
ENSG00000115109	1592	1310	1398	862	1078	809
ENSG00000115112	3304	6802	7037	11063	3755	2713
ENSG00000115128	3028	2096	3187	2064	2629	1808
ENSG00000115129	2353	7717	2124	6652	3575	2575
ENSG00000115137	127	195	110	103	138	160
ENSG00000115138	54	55	5	30	16	4
ENSG00000115145	1336	1344	958	804	1032	985
ENSG00000115155	0	5	1	1	0	1
ENSG00000115159	3790	2755	3130	2277	2618	1163
ENSG00000115163	447	76	579	25	139	7
ENSG00000115165	0	0	0	0	0	0
ENSG00000115170	985	1322	863	1235	1209	802
ENSG00000115183	3935	3965	3654	2867	3231	2787
ENSG00000115194	6	1	1	2	1	0
ENSG00000115204	1807	1384	1971	1492	1761	1237
ENSG00000115207	1815	2027	1912	1860	1561	1306
ENSG00000115211	1334	1435	1390	1380	1125	929
ENSG00000115216	5571	6301	6185	5852	4771	3558
ENSG00000115221	3940	10431	2462	3972	4208	3176
ENSG00000115226	628	1008	591	848	420	682
ENSG00000115232	233	1011	86	33	69	146
ENSG00000115233	3855	5124	4082	3595	3525	2389
ENSG00000115234	4027	4456	4491	4659	4093	2423
ENSG00000115239	29	32	44	41	35	38
ENSG00000115241	6538	5015	6884	4602	4717	2775
ENSG00000115252	7	11	4	27	10	7
ENSG00000115255	251	433	204	291	406	241
ENSG00000115257	22	29	27	36	27	60
ENSG00000115263	0	0	0	0	0	0
ENSG00000115266	90	246	102	371	183	133
ENSG00000115267	391	577	812	345	440	371
ENSG00000115268	9890	8009	11094	10739	11639	4936
ENSG00000115271	134	215	183	171	126	161
ENSG00000115274	34	24	26	23	21	14
ENSG00000115275	3442	3291	3126	3045	2872	2878
ENSG00000115282	870	793	1148	752	741	490
ENSG00000115286	1875	1704	1877	1695	2013	1216
ENSG00000115289	519	483	682	566	597	519
ENSG00000115290	62	126	32	67	82	122
ENSG00000115295	2111	3916	1954	2580	3058	3206
ENSG00000115297	0	2	6	2	2	14
ENSG00000115306	19364	27584	14725	13938	26037	9851
ENSG00000115307	3435	2975	3554	3538	3651	1993
ENSG00000115310	24906	37748	24861	31339	28510	17772
ENSG00000115317	930	850	1089	866	764	645
ENSG00000115318	25	15	21	3	3	12
ENSG00000115325	53	99	44	92	33	44
ENSG00000115339	4252	2601	3833	2057	2994	2476
ENSG00000115350	1440	1513	1515	1396	1477	626
ENSG00000115353	0	1	6	1	1	1
ENSG00000115355	1488	1240	1164	647	782	894
ENSG00000115361	14	8	12	5	9	5
ENSG00000115363	348	1667	300	1374	441	346
ENSG00000115364	2031	2023	1973	1438	1747	1334
ENSG00000115365	3894	4714	3414	3086	3245	4537
ENSG00000115368	1870	2212	1701	1412	1573	1320
ENSG00000115380	2767	2442	2963	2342	2214	2770
ENSG00000115386	0	0	0	0	0	0
ENSG00000115392	348	175	363	172	169	74
ENSG00000115414	79330	156209	9099	7789	8813	30811
ENSG00000115415	4395	5143	6049	3755	4021	3038
ENSG00000115419	3781	10751	3113	4212	2970	3639
ENSG00000115421	771	751	677	557	583	641
ENSG00000115423	0	3	7	7	4	17
ENSG00000115425	179	118	138	95	69	91
ENSG00000115446	819	949	886	793	719	688
ENSG00000115457	374	3111	460	4823	2794	2312
ENSG00000115459	431	588	547	466	376	507
ENSG00000115461	4	41	3	2	2	77
ENSG00000115464	3266	4185	2704	2252	3045	3024
ENSG00000115468	2	38	3	2	0	3
ENSG00000115474	3	1	0	0	2	5
ENSG00000115484	10898	9294	11845	8562	9517	4906
ENSG00000115486	1307	1190	1267	1154	1023	867
ENSG00000115488	0	0	0	0	0	0
ENSG00000115504	4643	4223	3637	2777	3400	3042
ENSG00000115507	280	283	324	275	195	184
ENSG00000115514	1298	1952	1228	1196	1042	586
ENSG00000115520	1148	1778	1072	1042	1247	1196
ENSG00000115523	0	0	0	0	0	0
ENSG00000115524	7716	9999	6843	5652	6303	6249
ENSG00000115525	1174	764	837	460	746	333
ENSG00000115526	41	162	94	24	39	9
ENSG00000115539	956	1279	1148	1002	1083	427
ENSG00000115540	608	752	625	350	400	334
ENSG00000115541	539	406	568	390	344	240
ENSG00000115548	1064	2130	1063	1035	1255	1161
ENSG00000115556	338	249	269	186	175	305
ENSG00000115561	3458	5518	3733	4779	4269	2444
ENSG00000115568	1419	1264	1608	1178	1069	927
ENSG00000115590	435	92	397	70	101	52
ENSG00000115592	0	2	0	0	0	0
ENSG00000115593	0	4	0	0	0	0
ENSG00000115594	597	887	304	516	418	335
ENSG00000115596	1	1	1	1	3	6
ENSG00000115598	140	121	162	151	116	92
ENSG00000115602	263	86	87	54	101	33
ENSG00000115604	99	131	42	47	42	115
ENSG00000115607	0	0	0	0	0	0
ENSG00000115616	3	47	13	42	8	19
ENSG00000115641	3048	4469	3487	4647	3393	2623
ENSG00000115648	221	476	56	56	151	129
ENSG00000115649	2370	2801	2620	2746	2783	1591
ENSG00000115652	1526	2710	1347	1777	1653	1038
ENSG00000115657	27	20	37	11	13	38
ENSG00000115661	1022	819	1311	1001	1256	1000
ENSG00000115665	0	0	0	0	0	0
ENSG00000115677	34256	40325	30839	34720	32912	23760
ENSG00000115685	3004	3640	3702	3279	3088	1825
ENSG00000115687	556	192	596	206	195	128
ENSG00000115694	5952	5746	6486	5555	5515	2788
ENSG00000115705	1	5	2	5	4	4
ENSG00000115718	7	3	18	9	12	15
ENSG00000115738	52	148	113	107	63	24
ENSG00000115750	642	535	582	321	639	417
ENSG00000115756	3060	1960	2859	1873	1990	976
ENSG00000115758	6613	9408	4639	3514	6147	3270
ENSG00000115760	3742	4371	2983	2478	2807	3233
ENSG00000115761	1315	1133	1066	764	938	693
ENSG00000115762	5342	10387	5504	8322	6620	5734
ENSG00000115806	3837	5125	4325	4816	4227	2948
ENSG00000115808	2605	2827	2508	1908	2941	2586
ENSG00000115816	1732	1763	1327	884	1338	1230
ENSG00000115825	1528	883	1563	741	937	931
ENSG00000115827	934	1330	855	863	899	1008
ENSG00000115828	265	552	265	546	521	1272
ENSG00000115839	4598	6131	4597	4755	5075	3782
ENSG00000115840	539	830	631	701	480	428
ENSG00000115841	77	197	59	130	78	66
ENSG00000115844	199	24	252	226	94	142
ENSG00000115850	2	0	1	3	2	1
ENSG00000115866	3437	3364	3360	2774	2790	1554
ENSG00000115875	4279	2648	5027	2300	2586	1131
ENSG00000115884	70605	47934	56971	43881	67465	49136
ENSG00000115896	3	10	1	4	3	3
ENSG00000115902	755	588	1247	652	1159	632
ENSG00000115904	2019	2534	1891	1925	1615	2701
ENSG00000115919	50	777	18	382	98	78
ENSG00000115934	0	0	0	1	0	0
ENSG00000115935	291	300	64	44	43	31
ENSG00000115942	1255	1064	1390	848	748	714
ENSG00000115944	3770	4052	3969	4065	4661	2882
ENSG00000115946	751	1136	802	823	729	515
ENSG00000115947	931	1198	881	694	769	805
ENSG00000115956	0	3	0	0	1	4
ENSG00000115963	4334	10177	3296	3934	5772	14055
ENSG00000115966	1084	1205	1023	762	855	985
ENSG00000115970	1271	966	1230	839	929	770
ENSG00000115977	2412	4323	2321	3061	2460	3514
ENSG00000115993	1256	2168	1296	1189	1558	1846
ENSG00000115998	274	453	360	398	385	300
ENSG00000116001	1015	1080	1058	536	606	553
ENSG00000116005	3391	4607	3405	3878	2919	2905
ENSG00000116014	0	2	0	3	0	0
ENSG00000116016	11994	9635	10169	13642	12477	10488
ENSG00000116017	798	728	822	696	568	367
ENSG00000116030	2364	3469	2692	2157	2252	2174
ENSG00000116031	0	0	0	1	0	0
ENSG00000116032	30	314	8	24	87	218
ENSG00000116035	0	28	6	50	4	1
ENSG00000116039	18	48	7	40	10	13
ENSG00000116044	4834	6273	4017	3845	6900	5653
ENSG00000116062	1918	1211	2517	1085	808	687
ENSG00000116095	638	829	436	408	482	409
ENSG00000116096	1136	1735	1166	1527	1000	626
ENSG00000116106	194	829	151	342	367	414
ENSG00000116117	166	372	141	349	291	658
ENSG00000116120	4025	2891	4764	3511	3863	1648
ENSG00000116127	534	556	412	323	379	337
ENSG00000116128	731	713	698	651	606	443
ENSG00000116132	763	503	13	2	6	0
ENSG00000116133	18907	25988	22334	44635	23827	18029
ENSG00000116138	913	1166	817	847	902	738
ENSG00000116141	742	1320	598	870	655	1145
ENSG00000116147	0	1	0	0	0	1
ENSG00000116151	127	149	164	128	140	147
ENSG00000116157	87	124	70	69	38	41
ENSG00000116161	2636	1277	2982	1357	1460	614
ENSG00000116171	3093	4679	2904	2794	3498	3474
ENSG00000116176	0	0	0	0	0	0
ENSG00000116183	24	20	2	19	33	17
ENSG00000116191	1583	1457	1434	869	1444	1097
ENSG00000116194	3	4	10	0	0	0
ENSG00000116198	2441	2997	2540	2339	2498	1590
ENSG00000116199	4021	3882	4307	3360	3395	2327
ENSG00000116205	528	771	417	517	417	328
ENSG00000116209	3854	6367	4255	5651	4290	3971
ENSG00000116212	2333	2325	2162	1736	2546	1684
ENSG00000116213	735	534	922	641	609	403
ENSG00000116218	0	0	0	0	0	0
ENSG00000116221	3847	3246	4716	3391	3496	1918
ENSG00000116237	6187	5279	7343	5472	4837	3416
ENSG00000116251	7942	7343	8247	8223	9690	5595
ENSG00000116254	14	25	27	13	11	27
ENSG00000116260	7952	13394	4332	8536	8117	7324
ENSG00000116266	1594	2153	1333	942	1406	1164
ENSG00000116273	966	822	1167	879	1172	1191
ENSG00000116285	5028	3678	2742	1443	5314	2582
ENSG00000116288	8322	7506	9160	7883	8321	5077
ENSG00000116299	21	35	18	46	14	29
ENSG00000116329	1	0	0	0	0	0
ENSG00000116337	955	1371	960	1018	663	844
ENSG00000116350	5464	3572	5789	3712	4378	3283
ENSG00000116353	715	791	807	994	834	426
ENSG00000116396	569	511	520	455	455	418
ENSG00000116406	2058	2445	1431	1318	1468	2089
ENSG00000116455	1178	1524	1233	1326	1006	501
ENSG00000116459	3920	4255	3774	3711	3853	2309
ENSG00000116473	2570	3686	2637	2128	2480	2236
ENSG00000116478	5365	5988	6370	4821	4805	2176
ENSG00000116489	9542	12181	8690	6571	8373	6170
ENSG00000116497	779	684	966	557	653	815
ENSG00000116514	3499	2670	3840	1852	3671	1782
ENSG00000116521	2142	2218	2426	2252	2123	1561
ENSG00000116525	365	710	338	407	425	267
ENSG00000116539	2746	3509	2557	2469	2475	2738
ENSG00000116544	3	18	5	3	1	33
ENSG00000116560	10074	7517	10679	5970	5259	3677
ENSG00000116574	33	57	45	45	70	101
ENSG00000116580	1324	1494	1304	1269	1260	1207
ENSG00000116584	2771	2077	2663	2040	2594	2183
ENSG00000116586	1224	1752	1317	1522	1474	1088
ENSG00000116604	3500	3818	3265	3619	3896	3044
ENSG00000116641	2122	2643	2550	2171	2403	1757
ENSG00000116649	4524	4692	4702	4831	4468	2192
ENSG00000116652	7	29	8	6	11	34
ENSG00000116661	1252	4857	1631	4436	1019	4573
ENSG00000116663	479	760	531	627	581	399
ENSG00000116667	2227	2058	2505	1302	2437	1509
ENSG00000116668	159	226	113	111	135	135
ENSG00000116670	1392	830	1576	903	1030	678
ENSG00000116675	197	718	190	425	406	397
ENSG00000116678	326	607	289	371	477	1171
ENSG00000116679	7432	9722	7069	8473	3645	3936
ENSG00000116685	1928	2510	2058	2204	1900	1286
ENSG00000116688	10248	10954	11585	11082	11395	7508
ENSG00000116690	2	1	0	0	0	3
ENSG00000116691	1143	882	1504	1081	1009	890
ENSG00000116698	3889	4614	3835	4048	3957	3217
ENSG00000116701	1294	1029	1284	1032	2454	3464
ENSG00000116703	0	0	3	2	0	1
ENSG00000116704	1806	1528	1571	1102	1575	1291
ENSG00000116711	894	988	519	706	1027	948
ENSG00000116717	8540	11008	8815	7074	10095	14231
ENSG00000116721	0	0	0	0	0	1
ENSG00000116726	0	0	0	1	1	0
ENSG00000116729	2778	2001	2463	1932	1872	2834
ENSG00000116731	2022	2507	1995	1895	1701	1385
ENSG00000116741	3296	1291	3160	1288	1816	660
ENSG00000116745	15	12	12	14	16	6
ENSG00000116747	1773	2706	1557	1544	1616	1664
ENSG00000116748	0	0	0	1	0	0
ENSG00000116750	2005	1550	1923	1246	1442	1016
ENSG00000116752	1327	1763	1354	1080	1274	1055
ENSG00000116754	4161	4691	3845	2689	2957	3850
ENSG00000116761	231	140	177	194	413	160
ENSG00000116771	72	88	97	108	50	38
ENSG00000116774	136	149	39	30	56	55
ENSG00000116783	2	0	0	0	0	3
ENSG00000116785	0	0	0	0	0	1
ENSG00000116786	4741	5421	4929	4944	5991	4510
ENSG00000116791	1028	1069	2748	1854	2221	1126
ENSG00000116793	364	533	401	318	295	311
ENSG00000116809	1313	901	1379	1006	1002	778
ENSG00000116815	365	498	298	299	282	360
ENSG00000116819	26	29	10	30	43	16
ENSG00000116824	0	0	0	0	0	0
ENSG00000116830	1331	850	1803	812	798	489
ENSG00000116833	2	2	0	0	2	3
ENSG00000116852	90	83	47	29	157	20
ENSG00000116857	1675	2180	1707	2127	1485	1724
ENSG00000116863	1559	1976	1837	1966	1737	1288
ENSG00000116871	27961	24825	27860	22115	18756	13001
ENSG00000116874	352	382	314	361	418	172
ENSG00000116882	1	0	3	1	0	0
ENSG00000116883	122	302	139	279	181	654
ENSG00000116885	78	108	96	76	117	151
ENSG00000116898	2925	2439	3375	2750	2739	1656
ENSG00000116903	973	932	960	748	701	678
ENSG00000116906	1955	2025	2185	1645	1912	1168
ENSG00000116918	597	893	603	507	489	383
ENSG00000116922	556	657	588	690	506	438
ENSG00000116954	1066	1789	1123	1298	1295	998
ENSG00000116957	1136	1282	1306	837	1028	727
ENSG00000116962	944	1127	147	92	143	699
ENSG00000116977	1058	1799	1085	1214	1145	859
ENSG00000116981	0	0	0	0	0	1
ENSG00000116983	0	0	1	1	0	1
ENSG00000116984	1758	2167	1793	1742	1307	1546
ENSG00000116985	24	17	26	11	15	11
ENSG00000116990	450	496	418	417	644	488
ENSG00000116991	429	674	500	842	530	628
ENSG00000116996	3	12	2	0	0	5
ENSG00000117000	1122	1400	951	723	833	1167
ENSG00000117009	6	65	5	11	3	6
ENSG00000117010	64	73	63	28	50	29
ENSG00000117013	11	7	5	6	14	9
ENSG00000117016	349	659	296	516	448	866
ENSG00000117020	269	677	48	21	36	1538
ENSG00000117036	3004	3109	3084	2160	2480	2503
ENSG00000117054	1271	1169	1287	642	1012	929
ENSG00000117069	568	464	442	317	414	438
ENSG00000117090	0	3	0	0	0	0
ENSG00000117091	0	0	0	0	0	0
ENSG00000117114	345	1432	280	1595	560	1396
ENSG00000117115	8	30	8	1	10	20
ENSG00000117118	3226	2389	3416	2322	2644	1823
ENSG00000117122	1741	1700	1366	1313	907	1187
ENSG00000117133	2012	1677	2237	1513	1625	999
ENSG00000117139	4626	6098	4412	5129	4772	5022
ENSG00000117143	6513	9456	6295	5157	6554	2914
ENSG00000117148	0	0	0	0	0	0
ENSG00000117151	482	597	444	396	476	471
ENSG00000117152	3	7	2	0	9	4
ENSG00000117153	1822	1664	2173	1406	1758	1364
ENSG00000117154	0	0	0	0	0	0
ENSG00000117155	739	778	725	454	538	546
ENSG00000117174	1169	1343	1177	878	957	731
ENSG00000117215	0	0	0	0	0	0
ENSG00000117222	1192	1308	1176	937	901	882
ENSG00000117226	89	144	633	657	1571	536
ENSG00000117228	218	629	196	292	279	232
ENSG00000117242	182	249	110	140	178	141
ENSG00000117245	43	36	36	90	83	205
ENSG00000117262	150	123	129	120	106	117
ENSG00000117266	420	2957	498	2371	959	1427
ENSG00000117280	1530	1825	1013	1284	1467	1639
ENSG00000117281	6	12	6	5	5	9
ENSG00000117298	4698	5585	4310	5158	3913	3087
ENSG00000117305	896	1176	953	1250	1176	1251
ENSG00000117308	3617	1816	4332	2062	3222	1092
ENSG00000117318	2526	4208	2975	4249	2068	1124
ENSG00000117322	0	0	0	0	3	4
ENSG00000117335	5148	6101	4652	3950	3896	3420
ENSG00000117360	1252	1294	1392	966	862	770
ENSG00000117362	4604	3997	5064	4849	4859	3110
ENSG00000117385	1182	1374	775	986	563	861
ENSG00000117394	30055	37760	24725	36796	44038	54339
ENSG00000117395	4603	2996	4512	2993	3721	1230
ENSG00000117399	2958	560	3468	536	1046	54
ENSG00000117400	1	6	10	5	6	5
ENSG00000117407	2064	864	1929	1814	2147	2175
ENSG00000117408	2402	2806	2313	2599	2191	2279
ENSG00000117410	3292	3366	3391	3315	3509	2317
ENSG00000117411	4999	4308	5916	5405	5365	2764
ENSG00000117419	1618	1652	1670	1678	1488	972
ENSG00000117425	5	10	14	14	12	41
ENSG00000117448	2131	1889	2349	1896	1727	763
ENSG00000117450	20303	27234	21917	24931	21121	13072
ENSG00000117461	130	998	134	613	325	276
ENSG00000117472	11201	19894	8102	14594	12141	9418
ENSG00000117475	1807	2999	1712	1503	1622	1226
ENSG00000117477	18	11	4	1	3	6
ENSG00000117479	552	475	506	548	486	616
ENSG00000117480	279	246	261	244	200	131
ENSG00000117481	1114	1123	1197	1100	1009	640
ENSG00000117500	1721	1985	1302	1008	1230	1149
ENSG00000117501	0	0	0	0	2	1
ENSG00000117505	3649	3712	3518	2772	3454	2865
ENSG00000117507	0	0	0	0	0	0
ENSG00000117519	3265	8350	4495	5254	3063	1839
ENSG00000117523	10840	11150	8711	8310	8986	8090
